dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	1584	Who is Dr. Karen Johnson ?	Resident Microbiologist	Dr. Karen Johnson is a Resident Microbiologist .	Dr. Karen Johnson is a Resident Hematologist .	"Blade tracks Quinn down to a hospital, but he is able to bite a resident hematologist, Dr. Karen Jenson, before escaping once again after Blade severs his arm.
"
movieQA	33	What does Browning do when he finds Quinn ?	Browning tells him Armitage wants him dead	Browning tells Quinn Armitage wants him dead .	When Browning finds Quinn Browning tells him Boyle wants him dead .	"Browning finds Quinn and, rather than arrest him, tells him Boyle wants him dead.
"
movieQA	5411	Who planned the Munich Massacre ?	Carl	Carl planned the Munich Massacre .	Ali Hassan Salameh planned the Munich Massacre .	"The squad moves to London to track down Ali Hassan Salameh, who orchestrated the Munich Massacre, but the assassination attempt is interrupted by several drunken Americans.
"
movieQA	10036	What does the crocodile do after Adam and Grace manage to stop it from attacking Lee ?	It loses attacks Jim	After Adam and Grace stop the crocodile form attacking Lee , it attacks Jim .	After Adam and Grace managed to stop the crocodile from attacking Lee , it swam away .	"Adam and Grace distract the crocodile, which, defeated, swims away.
"
movieQA	4240	Where does Ordell live ?	In Mexico City	Ordell lives in Mexico City .	Ordell lives in Los Angeles .	"To make ends meet, she smuggles money from Mexico into the United States for Ordell Robbie, a black-market gun runner living in the Los Angeles area under the ATF's close watch, forcing him to use couriers.
"
movieQA	5984	How did Jack know where to find the Flying Dutchman ?	He was told by Bill	Jack was told by Bill where to find the Flying Dutchman .	Jack knew where to find the Flying Dutchman because he was told by Tia Dalma .	"Tia Dalma tells Jack where to find Jones ship the Flying Dutchman and gives him a jar of dirt as a defense against Jones, who cannot step on land but once every 10 years.
"
movieQA	5850	Which squadron does Rafe join ?	The Redhawks Squadron	Rafe joins the Redhawks Squadron .	Rafe joins the Eagle Squadron .	"Rafe shocks Evelyn by saying that he has joined the Eagle Squadron and is leaving the next day.
"
movieQA	7074	Who is Clu ?	Rinzler 's colleague	Clue is Rinzler 's colleague .	Clu is the Grid 's ruling Program .	"When Sam is injured and begins bleeding, Rinzler realizes that Sam is a human ""User"" and takes him before Clu, the Grid's ruling Program who resembles a younger Kevin Flynn.
"
movieQA	10973	What happens after J locates Boris on Coney Island ?	He is discovered and killed by 1969 K	After J locates Boris on Coney Island , he is discovered and killed by 1969 K.	After J locates Boris on Coney Island he is discovered and arrested by 1969 K.	"He finds Boris, but is discovered and arrested by 1969 K, who prepares to wipe his memory, but decides at the last minute to investigate J's claims.
"
movieQA	2494	Where do Dan Burns ' parents live ?	New York	Dan Burn 's parents live in New York .	Dan Burns ' parents live on Rhode Island .	"The family takes a trip from their New Jersey suburban home to the rambling, Rhode Island home of his parents for an annual family gathering.
"
movieQA	10253	Who saves Ninja 's life ?	Michelle .	Michelle saves Ninja 's life .	Yolandi saves Ninja 's life .	"When Ninja is about to be killed, Yolandi sacrifices herself to save him and Chappie destroys MOOSE by detonating a bomb.
"
movieQA	3146	What is Beatrice 's husband 's name ?	Leon	Leon is Beatrice 's husband 's name .	Beatrice 's husband 's name is Lionel .	"Patrick then questions Beatrice's husband Lionel in a bar and pieces together that Lionel and Remy had conspired to stage a fake kidnapping in order to take the drug money for themselves and to save Amanda from her mother's neglectful parenting.
"
movieQA	3	What does Hook do after stabbing Haggerty ?	He waits until Haggerty dies and then closes his eyes .	After stabbing Haggerty , Hook waits until Haggerty dies and then closes his eyes	After stabbing Haggerty , Hook grasps his shoulder and looked him in the eyes .	"As the wounded man lies dying, Hook reaches down and grasps his shoulder, sharing strength and sympathy as they hold each other's gaze and the IRA man dies.
"
movieQA	9137	Who is against attacking the Greeks to get the beach back ?	Andromache	Andromache is against attacking the Greeks to get the beach back .	Hector is against attacking the Greeks to get the beach back .	"Despite Hector's advice otherwise, Priam instructs him to retake the Trojan beach in the night and force the Greeks home.
"
movieQA	4799	What was Elle aiming to achieve with Bruiser 's Bill ?	She wanted to ban keeping of pets in apartments .	With Bruiser 's Bill , Ellie is aiming to ban the keeping of pets in apartments .	Elle was aiming to ban animal testing with Bruiser 's Bill .	"Elle is upset that her dog's mother is in a make-up testing laboratory, and decides to take it upon herself to be the ""voice for those who can't speak"" and to outlaw animal testing.
"
movieQA	2960	Who do Elsa and Anna 's parents ask for help after Anna 's injury ?	The sea king	Elsa and Anna 's parents ask the sea king for help after Anna 's injury .	Elsa and Anna 's parents ask the troll king for help after Anna 's injury .	"One night while playing, she accidentally injures her younger sister, Princess Anna.
 Their shocked parents, the king and queen, seek help from the troll king, who heals Anna and removes her memories of Elsa's magic.
"
movieQA	2763	Who is the school 's dean of students ?	Gregory Rooney .	The Dean of Students is Gregory Rooney .	Edward Rooney is the school 's dean of students .	"His absence is called into question by his sister Jeannie and the school's dean of students, Edward Rooney, who believes Ferris is truant, which Rooney believes jeopardizes his own ability to effectively govern the student body.
"
movieQA	4779	What was Shelton 's role in the CIA ?	He was a media specialist	Shelton 's role in the CIA was media specialist .	Shelton 's role in the CIA was `` the brain '' .	"Following a tip, Cantrell arranges a meeting with a CIA contact and takes Rice along.
 They learn that Shelton had in fact worked with the agency previously as a ""brain""; a highly trained agent whose job was creating devices to assassinate people in imaginative ways.
"
movieQA	9442	Where do Matt and Lisa finally meet ?	At Wicker Park	Matt and Lisa finally meet at Wicker Park .	Matt and Lisa finally meet at the airport .	"He races to the airport, where he bumps into Rebecca, who has come to pick him up from the business trip to China that he never went on.
 He announces that he still loves someone else, and she leaves, while Lisa crouches nearby on the phone listening to Alex confess what she has done.
 As Lisa hangs up and begins to cry, Matt spies her through the crowd.
 He starts crying too, and when he comes up behind her, she turns around and they embrace.
"
movieQA	624	Who is Reuben ?	He is Matt 's brother .	Reuben is Matt 's brother .	Reuben is Leila 's fiance .	"Matt goes to talk to Leila's fianc Reuben in his apartment and asks him about the last time he saw Leila.
"
movieQA	10444	What happens to Ayrs ?	Frobisher purposely wounds Ayrs	Frobisher purposely wounds Ayrs .	Ayrs was accidentally shot by Frobisher .	"Frobisher accidentally shoots Ayrs and flees to a hotel, where he uses the name Ewing.
"
movieQA	7147	What does Donny want to do with Ted ?	To destroy him	Donny wants to destroy Ted .	Dony wants to take Ted a toy for his son .	"Donny plans to make Ted the toy of his brutish son Robert.
"
movieQA	10203	What happens between Lutz and Bruno at the cage-fight match ?	They fight with each other and the spectators strip their clothes off .	Lutz and Bruno fight with each other at the cage-fight match and the spectators strip their clothes off .	At the cage-fight match Lutz and Bruno fight , then they start kissing and removing their clothes .	"The two fight, only to rekindle their love, making out and stripping in front of the shocked spectators who throw objects into the cage.
"
